record_id,date,route_id,vessel_type_id,port_id,distance_nm,freight_rate_usd,transit_delay_days,trade_volume_tons,ghg_emission_tons,period_status
2184,2024-02-27,1,1,102,8403,2874,4,55241,22054.5,During-Disruption
2185,2023-06-26,3,4,103,6294,3502,6,19982,17511.0,Pre-Disruption
2186,2024-06-12,1,1,101,8513,2465,4,33303,22495.5,During-Disruption
2187,2025-08-23,2,1,102,11914,4638,15,55547,30700.0,Post-Disruption
2188,2023-07-17,1,2,104,8540,2270,6,32523,22088.0,Pre-Disruption
2189,2024-09-01,1,1,104,8566,2290,6,39227,22298.0,During-Disruption
2190,2025-04-21,3,4,101,6386,3505,6,37254,16871.0,Post-Disruption
2191,2025-05-02,1,2,103,8404,2275,7,42522,22701.0,Post-Disruption
2192,2023-01-22,2,1,103,11826,4615,14,79471,30175.0,Pre-Disruption
2193,2025-12-16,4,1,102,1485,2044,1,22177,5667.5,Post-Disruption
2194,2025-12-25,2,2,102,11785,4196,13,41585,31281.5,Post-Disruption
2195,2025-04-21,3,1,104,6123,3083,8,42186,16091.5,Post-Disruption
2196,2023-04-08,1,4,104,8444,2276,5,52934,21910.0,Pre-Disruption
2197,2024-03-10,1,2,103,8510,2647,6,28689,22377.0,During-Disruption
2198,2024-09-28,3,1,104,6389,3196,8,32204,17017.5,During-Disruption
2199,2024-08-10,3,2,103,6284,3287,8,27084,17323.0,During-Disruption
2200,2023-12-10,2,1,101,11934,4321,13,68646,30916.0,During-Disruption
2201,2024-07-24,2,1,101,11856,4420,15,44108,30989.0,During-Disruption
2202,2024-09-02,2,2,104,11860,4545,13,59152,31244.0,During-Disruption
2203,2023-08-31,1,2,102,8599,2833,4,39308,22638.5,Pre-Disruption
2204,2024-07-14,3,2,104,6221,3205,9,34162,16405.5,During-Disruption
2205,2025-08-17,2,1,104,11923,4345,13,30133,30947.5,Post-Disruption
2206,2023-02-01,2,2,104,11722,4640,13,50450,30437.0,Pre-Disruption
2207,2024-01-26,3,1,102,6296,3549,6,81024,16421.0,During-Disruption
2208,2023-10-04,1,2,104,8684,2460,5,78992,23358.0,Pre-Disruption
2209,2024-06-15,1,2,102,8405,2545,7,63206,21621.5,During-Disruption
2210,2024-01-18,3,2,104,6188,3583,7,73734,17379.0,During-Disruption
2211,2025-12-27,3,4,102,6372,3558,9,81874,16593.0,Post-Disruption
2212,2025-06-02,2,4,102,11983,4148,12,48901,31695.5,Post-Disruption
2213,2023-08-02,1,4,102,8664,2617,7,78039,22262.0,Pre-Disruption
2214,2024-01-11,1,4,102,8514,2228,5,78475,22188.0,During-Disruption
2215,2025-01-13,2,3,102,11823,4613,12,18162,31245.5,Post-Disruption
2216,2023-08-01,1,4,101,8659,2662,7,64390,23214.5,Pre-Disruption
2217,2023-03-20,3,4,103,6268,3460,9,22410,17333.0,Pre-Disruption
2218,2024-09-19,4,3,103,1435,1788,3,22120,5142.5,During-Disruption
2219,2024-08-26,3,1,102,6328,2964,8,41702,16568.0,During-Disruption
2220,2025-02-20,1,1,103,8533,2658,5,29810,22637.5,Post-Disruption
2221,2025-09-27,3,3,102,6343,3575,8,51854,16899.5,Post-Disruption
2222,2024-11-10,1,1,104,8464,2423,5,76769,22189.0,During-Disruption
2223,2023-02-27,1,3,101,8636,2675,4,78997,22502.0,Pre-Disruption
2224,2025-11-15,1,1,104,8402,2525,7,47682,22495.0,Post-Disruption
2225,2025-05-30,1,1,104,8436,2718,4,64928,22420.0,Post-Disruption
2226,2024-03-22,4,3,102,1508,2172,1,61780,5149.0,During-Disruption
2227,2023-03-07,1,4,104,8649,2391,6,17948,22970.5,Pre-Disruption
2228,2025-12-03,1,1,101,8402,2287,7,55003,22036.0,Post-Disruption
2229,2025-10-08,4,4,104,1634,2057,1,32330,5639.0,Post-Disruption
2230,2023-08-15,1,3,101,8650,2357,7,62722,22822.0,Pre-Disruption
2231,2025-02-12,3,1,101,6242,3172,9,52705,17103.0,Post-Disruption
2232,2024-11-09,1,1,102,8647,2531,4,21898,22507.5,During-Disruption
2233,2024-08-23,1,1,101,8455,2481,7,25994,21860.5,During-Disruption
2234,2024-01-14,4,1,104,1460,2256,2,16124,5132.0,During-Disruption
2235,2024-12-09,1,1,102,8467,2362,7,81924,22623.5,During-Disruption
2236,2023-11-03,2,1,101,11778,4173,13,72758,30453.0,During-Disruption
2237,2025-02-17,1,1,101,8595,2307,5,36526,22035.5,Post-Disruption
2238,2024-05-18,1,3,103,8594,2500,5,84183,23371.0,During-Disruption
2239,2023-09-25,1,2,102,8422,2530,4,64991,22362.0,Pre-Disruption
2240,2023-01-08,1,2,103,8413,2343,5,48974,22241.5,Pre-Disruption
2241,2024-05-22,1,1,101,8688,2257,7,24847,23258.0,During-Disruption
2242,2024-04-20,3,3,103,6108,3197,8,61851,16115.0,During-Disruption
2243,2023-06-13,2,4,104,11839,4187,14,73664,31588.5,Pre-Disruption
2244,2024-04-29,1,2,104,8641,2639,6,44259,22881.5,During-Disruption
2245,2025-12-31,2,4,101,11952,4487,13,58976,30872.0,Post-Disruption
2246,2024-07-20,4,3,103,1626,1989,1,28591,4803.0,During-Disruption
2247,2025-06-23,4,3,103,1494,1619,2,66247,4900.0,Post-Disruption
2248,2024-07-12,3,3,102,6278,3111,8,29946,17120.0,During-Disruption
2249,2023-08-26,3,1,104,6102,3435,9,76215,16615.0,Pre-Disruption
2250,2024-07-07,1,1,104,8583,2802,5,28261,22882.5,During-Disruption
2251,2025-04-07,1,1,102,8445,2763,6,16985,21688.5,Post-Disruption
2252,2024-04-12,2,1,104,11991,4649,15,47414,30709.5,During-Disruption
2253,2024-01-21,2,1,103,11840,4664,12,37847,31569.0,During-Disruption
2254,2025-02-13,2,4,103,11712,4219,15,51514,29950.0,Post-Disruption
2255,2025-04-27,2,1,104,11885,4172,12,22311,30745.5,Post-Disruption
2256,2024-01-22,4,4,102,1484,1600,4,68176,4956.0,During-Disruption
2257,2025-05-26,3,2,101,6142,3367,6,26428,16855.0,Post-Disruption
2258,2023-09-16,2,1,101,11855,4024,12,67835,30409.5,Pre-Disruption
2259,2023-10-10,3,1,101,6283,3103,6,23165,17255.5,Pre-Disruption
2260,2023-02-09,1,1,101,8446,2400,5,49561,22371.0,Pre-Disruption
2261,2024-04-30,1,4,103,8605,2390,7,57670,22849.5,During-Disruption
2262,2025-07-17,1,3,101,8609,2608,4,78081,23291.5,Post-Disruption
2263,2023-08-08,2,1,103,11974,4477,15,37462,30983.0,Pre-Disruption
2264,2025-10-11,1,4,103,8482,2503,5,48451,22178.0,Post-Disruption
2265,2025-10-20,3,3,101,6196,3477,8,69917,17326.0,Post-Disruption
2266,2024-09-04,1,1,101,8578,2735,6,73776,23437.0,During-Disruption
2267,2025-07-16,2,2,101,11847,4081,12,70866,31495.5,Post-Disruption
2268,2024-11-18,1,2,104,8684,2802,5,25680,23692.0,During-Disruption
2269,2024-09-04,1,1,104,8471,2883,7,42705,22192.5,During-Disruption
2270,2023-09-17,3,3,102,6316,3446,6,65943,16347.0,Pre-Disruption
2271,2025-09-16,2,1,103,11908,4545,14,41393,30441.0,Post-Disruption
2272,2025-08-23,4,1,101,1693,1861,2,69418,6085.5,Post-Disruption
2273,2024-01-01,4,1,104,1523,1776,3,27749,4579.5,During-Disruption
2274,2024-06-27,1,4,102,8555,2855,5,81287,23140.5,During-Disruption
2275,2024-10-10,1,3,103,8432,2414,6,83962,21725.0,During-Disruption
2276,2025-03-24,3,1,103,6368,3040,6,39878,17880.0,Post-Disruption
2277,2025-11-05,4,1,103,1615,1867,1,48479,5835.5,Post-Disruption
2278,2024-07-28,2,1,104,11800,4138,12,31909,30853.0,During-Disruption
2279,2025-10-09,3,3,101,6279,2946,8,55089,17025.5,Post-Disruption
2280,2024-10-31,3,1,101,6226,2959,9,40335,17423.0,During-Disruption
2281,2023-09-26,1,3,103,8568,2760,6,19701,22219.0,Pre-Disruption
2282,2025-07-12,2,4,103,11834,4563,14,66698,30231.0,Post-Disruption
2283,2023-09-04,3,2,102,6391,2960,9,39295,17397.5,Pre-Disruption
2284,2023-05-11,2,1,102,11792,4094,12,39460,30528.0,Pre-Disruption
2285,2023-12-19,1,1,103,8620,2831,6,36219,23070.0,During-Disruption
2286,2023-07-15,1,1,102,8554,2674,6,81442,22966.0,Pre-Disruption
2287,2025-07-18,1,2,104,8679,2239,4,70453,23488.5,Post-Disruption
2288,2025-10-18,1,2,103,8598,2545,6,53422,22026.0,Post-Disruption
2289,2024-10-06,4,2,102,1640,1926,4,83461,5009.0,During-Disruption
2290,2023-08-15,1,1,103,8497,2636,5,31518,22172.5,Pre-Disruption
2291,2024-12-01,1,4,101,8649,2605,6,15736,22343.5,During-Disruption
2292,2023-09-22,1,1,104,8504,2410,7,23329,21810.0,Pre-Disruption
2293,2024-10-07,2,1,103,11960,4037,12,65589,31208.0,During-Disruption
2294,2023-07-30,2,3,101,11828,4467,13,36935,31067.0,Pre-Disruption
2295,2025-07-31,1,1,103,8658,2516,4,66439,23630.0,Post-Disruption
2296,2024-04-01,1,3,101,8691,2410,4,21680,22931.5,During-Disruption
2297,2024-12-25,1,3,102,8539,2282,4,67235,22419.5,During-Disruption
2298,2025-09-08,2,2,101,11714,4355,13,48690,30679.0,Post-Disruption
2299,2024-08-10,1,1,104,8583,2829,7,26079,22415.5,During-Disruption
2300,2024-04-20,4,1,104,1415,2138,4,40404,4839.5,During-Disruption
2301,2025-09-12,2,1,102,11920,4208,15,41211,30896.0,Post-Disruption
2302,2023-06-05,1,1,103,8462,2836,7,26729,22956.0,Pre-Disruption
2303,2023-07-09,3,4,104,6340,3175,7,60766,17826.0,Pre-Disruption
2304,2025-09-07,1,2,102,8678,2691,4,78479,23258.0,Post-Disruption
2305,2024-06-29,2,1,104,11956,4297,14,18264,31367.0,During-Disruption
2306,2023-02-10,1,4,102,8584,2783,5,21825,23148.0,Pre-Disruption
2307,2023-11-03,2,3,104,11775,4057,12,36645,30876.5,During-Disruption
2308,2025-07-31,3,1,102,6126,3195,8,54159,16061.0,Post-Disruption
2309,2023-12-04,4,1,104,1424,2058,1,42405,4397.0,During-Disruption
2310,2025-08-10,1,1,103,8461,2830,7,42970,22175.5,Post-Disruption
2311,2023-10-06,1,4,101,8545,2595,5,68090,23290.5,Pre-Disruption
2312,2025-06-14,2,2,104,11932,4373,13,41608,30369.0,Post-Disruption
2313,2023-09-30,4,4,102,1685,1661,3,53700,5765.5,Pre-Disruption
2314,2025-04-16,4,1,103,1483,2045,2,75295,5038.5,Post-Disruption
2315,2024-09-11,1,4,104,8574,2286,4,57933,22231.0,During-Disruption
2316,2025-05-11,1,1,102,8569,2810,4,50734,22768.5,Post-Disruption
2317,2025-07-19,2,4,101,11989,4398,14,21471,30774.5,Post-Disruption
2318,2023-10-16,1,4,102,8403,2323,6,66557,22238.5,Pre-Disruption
2319,2024-12-24,1,1,104,8686,2718,6,61614,23498.0,During-Disruption
2320,2025-06-11,1,3,102,8449,2845,6,42706,22227.5,Post-Disruption
2321,2023-09-29,2,3,102,11969,4282,15,67067,30853.5,Pre-Disruption
2322,2025-12-25,4,4,101,1407,2113,1,32066,5353.5,Post-Disruption
2323,2024-04-27,4,1,104,1468,2271,1,47638,5058.0,During-Disruption
2324,2025-07-24,1,1,104,8538,2356,4,25487,22086.0,Post-Disruption
2325,2023-09-05,2,4,101,11947,4225,12,52689,31097.5,Pre-Disruption
2326,2023-06-05,3,3,103,6128,3554,9,67221,16683.0,Pre-Disruption
2327,2025-12-06,1,1,102,8582,2593,6,18967,22446.0,Post-Disruption
2328,2024-03-29,2,3,102,11912,4265,13,40507,30590.0,During-Disruption
2329,2023-07-20,2,1,102,11718,4265,12,55223,30726.0,Pre-Disruption
2330,2023-05-04,1,3,104,8625,2748,5,52056,22720.5,Pre-Disruption
2331,2023-01-01,2,1,104,11929,4287,15,78163,30467.5,Pre-Disruption
2332,2025-08-25,1,1,102,8495,2491,7,23691,22466.5,Post-Disruption
2333,2025-05-04,2,1,104,11814,4319,14,27439,31024.0,Post-Disruption
2334,2024-10-01,1,1,101,8579,2672,7,68822,22870.5,During-Disruption
2335,2023-07-10,1,2,101,8477,2598,6,82574,21842.5,Pre-Disruption
2336,2024-05-30,1,2,104,8675,2272,5,29492,22649.5,During-Disruption
2337,2024-03-17,3,1,102,6281,3427,9,48084,16212.5,During-Disruption
2338,2023-05-23,2,1,102,11794,4082,14,17647,30411.0,Pre-Disruption
2339,2024-06-16,2,3,102,11785,4173,13,56946,30814.5,During-Disruption
2340,2023-08-15,2,1,102,11794,4427,12,29419,30880.0,Pre-Disruption
2341,2025-08-06,2,2,104,11844,4587,14,43867,30410.0,Post-Disruption
2342,2024-04-04,1,2,103,8647,2490,6,71597,22155.5,During-Disruption
2343,2024-07-04,3,4,103,6280,3280,7,53717,17190.0,During-Disruption
2344,2024-01-28,1,3,102,8692,2762,5,19473,22820.0,During-Disruption
2345,2025-04-24,1,1,102,8418,2562,5,66089,23033.0,Post-Disruption
2346,2023-07-29,3,3,102,6237,3085,7,31137,17076.5,Pre-Disruption
2347,2024-10-07,1,4,103,8443,2204,5,51638,22782.5,During-Disruption
2348,2023-08-07,1,1,101,8625,2461,6,35718,23080.5,Pre-Disruption
2349,2024-02-11,2,4,103,11736,4178,13,38660,30780.0,During-Disruption
2350,2025-06-06,2,2,104,11919,4141,12,20209,31612.5,Post-Disruption
2351,2024-07-11,3,1,103,6227,3167,7,50608,16942.5,During-Disruption
2352,2024-07-03,2,1,104,11842,4625,15,33039,30620.0,During-Disruption
2353,2023-05-22,2,2,102,11882,4469,14,52905,30909.0,Pre-Disruption
2354,2024-09-03,3,1,104,6142,3591,6,32047,16468.0,During-Disruption
2355,2024-05-15,1,1,102,8609,2267,6,15501,22717.5,During-Disruption
2356,2025-04-19,1,1,101,8447,2306,7,69926,22523.5,Post-Disruption
2357,2024-12-02,2,1,102,11919,4570,13,66071,30893.5,During-Disruption
2358,2024-08-18,1,1,102,8595,2636,6,38303,22548.5,During-Disruption
2359,2023-10-08,4,2,101,1571,1630,3,75970,4774.5,Pre-Disruption
2360,2024-02-28,3,1,102,6336,3446,7,69765,16903.0,During-Disruption
2361,2025-05-05,1,4,102,8574,2720,6,53649,22196.0,Post-Disruption
2362,2023-09-27,1,1,102,8431,2820,6,36479,22902.5,Pre-Disruption
2363,2023-06-03,1,1,103,8623,2854,6,37900,22766.5,Pre-Disruption
2364,2024-09-05,1,1,104,8453,2241,7,75005,23100.5,During-Disruption
2365,2024-10-23,1,1,102,8585,2386,7,28780,22250.5,During-Disruption
2366,2023-03-24,2,1,103,11933,4596,15,30861,31180.5,Pre-Disruption
2367,2025-08-04,3,2,102,6330,3200,6,37041,17729.0,Post-Disruption
2368,2025-06-17,3,3,104,6209,3160,8,38705,16417.5,Post-Disruption
2369,2023-10-11,1,1,102,8499,2689,5,31141,22033.5,Pre-Disruption
2370,2025-09-06,1,1,104,8599,2870,5,53528,22991.5,Post-Disruption
2371,2023-06-22,2,1,103,11910,4664,14,42229,30820.0,Pre-Disruption
2372,2025-12-22,3,3,103,6320,3595,7,18345,16331.0,Post-Disruption
2373,2025-02-01,3,3,102,6249,3156,6,65842,16673.5,Post-Disruption
2374,2024-09-24,4,1,101,1562,1666,2,65932,5807.0,During-Disruption
2375,2025-02-25,2,1,104,11842,4219,15,55547,31159.0,Post-Disruption
2376,2025-07-31,2,4,102,11957,4322,15,61612,31811.5,Post-Disruption
2377,2025-10-08,1,1,103,8644,2805,7,51277,23115.0,Post-Disruption
2378,2024-02-02,2,2,102,11849,4058,15,74344,30419.5,During-Disruption
2379,2025-07-22,1,1,104,8511,2377,5,31401,23070.5,Post-Disruption
2380,2024-11-06,2,2,102,11798,4460,14,62265,30837.0,During-Disruption
2381,2025-07-24,2,4,104,11802,4289,12,45155,30704.0,Post-Disruption
2382,2024-04-09,1,4,103,8610,2311,4,31374,23273.0,During-Disruption
2383,2023-10-13,1,3,101,8411,2523,5,28326,21941.5,Pre-Disruption
2384,2023-09-22,1,1,101,8625,2381,5,31948,23524.5,Pre-Disruption
2385,2023-11-16,1,1,103,8547,2665,7,59086,22925.5,During-Disruption
2386,2024-11-03,1,1,103,8578,2423,6,62017,21971.0,During-Disruption
2387,2025-03-30,1,4,102,8406,2597,7,59187,22159.0,Post-Disruption
2388,2023-03-30,1,3,103,8551,2359,6,23582,22975.5,Pre-Disruption
2389,2025-03-31,1,1,103,8469,2653,7,54050,22618.5,Post-Disruption
2390,2025-09-27,4,1,104,1452,1962,1,61753,4872.0,Post-Disruption
2391,2023-11-30,1,2,102,8561,2874,6,34193,22505.5,During-Disruption
2392,2023-08-10,1,4,104,8492,2202,4,49940,23153.0,Pre-Disruption
2393,2023-02-10,2,2,102,11850,4592,15,27568,31520.0,Pre-Disruption
2394,2023-03-09,3,1,102,6157,3590,6,42063,16827.5,Pre-Disruption
2395,2025-09-14,2,1,101,11895,4359,13,22919,30582.5,Post-Disruption
2396,2024-05-28,1,1,101,8607,2514,4,42094,23384.5,During-Disruption
2397,2024-11-25,2,4,103,11998,4605,12,61684,30690.0,During-Disruption
2398,2025-11-05,3,4,102,6161,2921,9,39438,17385.5,Post-Disruption
2399,2024-04-21,3,4,103,6294,3320,6,83017,16444.0,During-Disruption
2400,2025-12-21,2,3,104,11754,4125,12,82594,30858.0,Post-Disruption
2401,2025-05-30,3,2,103,6148,3304,7,15414,16397.0,Post-Disruption
2402,2024-03-07,3,2,104,6205,3554,8,71649,16640.5,During-Disruption
2403,2023-09-25,2,2,101,11777,4267,14,62925,31263.5,Pre-Disruption
2404,2025-11-24,2,3,101,11983,4614,12,43495,30860.5,Post-Disruption
2405,2025-02-17,2,1,104,11756,4567,14,52431,30079.0,Post-Disruption
2406,2024-05-08,3,2,104,6268,3005,8,47628,17565.0,During-Disruption
2407,2024-10-22,1,1,104,8606,2855,4,57704,22121.0,During-Disruption
2408,2025-10-09,4,1,103,1659,2144,4,39836,5314.5,Post-Disruption
2409,2025-11-24,1,3,104,8675,2828,4,38119,22630.5,Post-Disruption
2410,2025-09-03,2,4,102,11862,4170,14,47392,31475.0,Post-Disruption
2411,2024-04-26,3,2,104,6343,3204,7,70636,17765.5,During-Disruption
2412,2024-12-28,1,1,101,8649,2533,6,65121,22649.5,During-Disruption
2413,2024-04-24,2,4,104,11738,4017,15,15094,31256.0,During-Disruption
2414,2025-12-24,1,3,101,8520,2599,4,20230,23133.0,Post-Disruption
2415,2025-10-28,1,1,101,8485,2367,6,76765,22764.5,Post-Disruption
2416,2023-12-09,1,2,103,8498,2534,6,69493,22456.0,During-Disruption
2417,2023-11-28,1,1,104,8645,2354,5,24066,23329.5,During-Disruption
2418,2024-03-13,1,1,101,8607,2829,7,60149,22680.5,During-Disruption
2419,2023-06-23,4,4,102,1512,1975,3,77436,5088.0,Pre-Disruption
2420,2024-07-12,4,1,104,1482,1680,3,56295,4267.0,During-Disruption
2421,2024-06-10,1,1,104,8464,2649,4,41100,22153.0,During-Disruption
2422,2024-10-20,3,1,101,6100,3209,9,76807,16019.0,During-Disruption
2423,2023-01-26,1,1,103,8573,2879,5,30655,23127.5,Pre-Disruption
2424,2025-03-30,1,1,103,8649,2884,6,32662,23274.5,Post-Disruption
2425,2024-08-27,1,1,104,8625,2554,7,57768,22947.5,During-Disruption
2426,2024-02-10,4,1,104,1683,1923,4,75287,5059.5,During-Disruption
2427,2023-08-20,4,1,103,1483,1827,4,84301,4846.5,Pre-Disruption
2428,2024-06-16,1,1,103,8638,2390,7,62128,22745.0,During-Disruption
2429,2024-05-19,1,1,102,8427,2879,6,21285,21714.5,During-Disruption
2430,2023-06-28,1,2,104,8686,2496,7,64579,22975.0,Pre-Disruption
2431,2023-05-12,2,2,104,11981,4188,12,51888,31554.5,Pre-Disruption
2432,2023-12-14,2,1,104,11882,4192,12,76916,31448.0,During-Disruption
2433,2024-06-23,1,2,103,8534,2712,5,38374,22239.0,During-Disruption
2434,2025-02-10,3,4,101,6156,2908,7,18758,17000.0,Post-Disruption
2435,2023-03-17,1,4,102,8514,2786,7,28543,22625.0,Pre-Disruption
2436,2024-08-01,4,1,103,1585,1742,2,16680,4865.5,During-Disruption
2437,2025-05-03,2,3,103,11700,4486,15,30704,29866.0,Post-Disruption
2438,2023-07-13,2,1,102,11728,4193,12,78469,30321.0,Pre-Disruption
2439,2023-12-13,3,1,104,6331,3421,6,24445,17074.5,During-Disruption
2440,2025-08-08,3,1,101,6249,3332,6,61364,16295.5,Post-Disruption
2441,2023-08-02,1,1,102,8589,2338,4,27210,23101.5,Pre-Disruption
2442,2024-07-26,1,2,101,8669,2229,5,61085,23292.5,During-Disruption
2443,2025-02-18,4,2,104,1647,1878,2,20356,5094.5,Post-Disruption
2444,2023-09-19,1,3,101,8594,2241,7,67758,22532.0,Pre-Disruption
2445,2024-12-30,1,1,104,8654,2427,5,74193,23007.0,During-Disruption
2446,2023-10-10,2,1,103,11778,4479,12,59582,30505.0,Pre-Disruption
2447,2023-12-28,3,1,104,6197,3316,6,48708,17437.5,During-Disruption
2448,2024-03-16,3,1,102,6249,3100,9,59444,17556.5,During-Disruption
2449,2023-04-03,4,4,102,1673,1920,1,61110,6030.5,Pre-Disruption
2450,2025-01-22,2,3,104,11822,4689,12,23664,30935.0,Post-Disruption
2451,2025-05-16,1,4,104,8497,2567,7,33885,23234.5,Post-Disruption
2452,2023-05-22,2,2,103,11863,4597,15,25878,31607.5,Pre-Disruption
2453,2025-01-18,3,1,103,6145,3459,8,50296,17240.5,Post-Disruption
2454,2024-10-14,1,1,104,8638,2525,5,33740,22420.0,During-Disruption
2455,2024-12-01,1,1,101,8629,2509,5,19171,22080.5,During-Disruption
2456,2025-09-24,1,1,103,8692,2560,7,79861,23234.0,Post-Disruption
2457,2023-02-18,2,3,102,11943,4527,14,59306,31471.5,Pre-Disruption
2458,2025-05-30,3,1,103,6117,3539,7,22468,16496.5,Post-Disruption
2459,2024-07-08,2,1,103,11870,4302,12,42580,30460.0,During-Disruption
2460,2024-02-08,4,3,103,1556,2296,4,30414,5556.0,During-Disruption
2461,2025-06-10,1,4,103,8603,2841,7,47753,22422.5,Post-Disruption
2462,2025-05-14,4,1,104,1545,2276,2,41140,5085.5,Post-Disruption
2463,2024-08-24,3,2,103,6242,3504,6,37319,17060.0,During-Disruption
2464,2023-12-07,1,1,101,8586,2478,4,78800,22915.0,During-Disruption
2465,2024-12-04,4,2,103,1521,2252,4,70775,5386.5,During-Disruption
2466,2023-11-14,1,1,103,8499,2826,7,74223,22040.5,During-Disruption
2467,2024-09-09,3,1,102,6383,3220,6,18176,16796.5,During-Disruption
2468,2024-01-17,3,2,103,6114,3376,9,24290,16663.0,During-Disruption
2469,2023-08-21,3,1,102,6142,3203,8,38792,16673.0,Pre-Disruption
2470,2025-03-27,2,3,102,11988,4518,13,28702,30655.0,Post-Disruption
2471,2024-07-06,1,4,104,8586,2255,4,23873,23080.0,During-Disruption
2472,2025-05-05,2,1,102,11707,4191,13,44837,31021.5,Post-Disruption
2473,2025-03-29,1,3,102,8511,2221,6,67377,22939.5,Post-Disruption
2474,2023-07-02,3,2,101,6132,2979,9,56142,16711.0,Pre-Disruption
2475,2025-11-30,3,1,101,6189,3183,7,25422,16747.5,Post-Disruption
2476,2024-02-01,4,2,102,1548,2027,2,23364,5171.0,During-Disruption
2477,2025-02-17,1,2,104,8611,2302,7,74201,22688.5,Post-Disruption
2478,2025-06-25,3,2,101,6215,3041,7,66353,16226.5,Post-Disruption
2479,2023-05-07,4,4,101,1572,2196,2,38128,4782.0,Pre-Disruption
2480,2023-01-01,3,2,104,6119,3302,8,58392,15835.5,Pre-Disruption
2481,2023-01-19,1,4,103,8531,2788,5,24111,22923.5,Pre-Disruption
2482,2024-08-06,1,2,101,8691,2789,7,39421,23112.5,During-Disruption
2483,2024-03-31,1,1,102,8636,2361,7,63960,22111.0,During-Disruption
2484,2025-08-14,2,1,102,11776,4593,15,61104,30652.0,Post-Disruption
2485,2024-03-20,2,1,102,11922,4215,12,53187,30335.0,During-Disruption
2486,2024-08-24,4,2,104,1525,2077,3,37411,5625.5,During-Disruption
2487,2023-04-13,1,2,102,8438,2762,5,56833,22430.0,Pre-Disruption
2488,2025-09-14,1,1,103,8608,2875,5,32101,23121.0,Post-Disruption
2489,2024-06-03,2,1,104,11805,4250,15,70955,31478.5,During-Disruption
2490,2025-05-08,3,1,101,6239,3309,9,25734,17557.5,Post-Disruption
2491,2023-06-23,4,1,104,1648,2274,4,60479,6004.0,Pre-Disruption
2492,2025-10-01,3,2,102,6154,3218,9,69088,16610.0,Post-Disruption
2493,2024-03-06,2,3,104,11817,4387,12,84892,30095.5,During-Disruption
2494,2024-12-27,2,4,104,11875,4084,14,71448,30557.5,During-Disruption
2495,2025-04-29,3,1,104,6312,3414,8,81058,16376.0,Post-Disruption
2496,2025-09-16,2,2,104,11964,4004,12,45709,31294.0,Post-Disruption
2497,2024-09-30,1,2,103,8539,2434,5,53416,22376.5,During-Disruption
2498,2024-02-24,1,4,104,8683,2612,5,34011,23624.5,During-Disruption
2499,2024-08-16,1,2,102,8672,2574,6,34460,23239.0,During-Disruption
2500,2024-04-29,3,1,101,6121,3174,8,37996,16119.5,During-Disruption
2501,2024-02-16,1,1,103,8586,2570,5,60806,23358.0,During-Disruption
2502,2025-07-24,1,2,104,8606,2731,4,74110,23089.0,Post-Disruption
2503,2023-11-28,1,3,101,8546,2593,4,24955,22151.0,During-Disruption
2504,2024-10-16,2,4,103,11853,4660,13,31937,30781.5,During-Disruption
2505,2023-02-10,1,1,102,8507,2827,4,52350,22009.5,Pre-Disruption
2506,2025-08-16,2,4,102,11999,4003,15,22970,31811.5,Post-Disruption
2507,2023-04-15,1,1,101,8698,2733,6,62864,22657.0,Pre-Disruption
2508,2023-07-21,1,4,104,8550,2723,5,27034,22096.0,Pre-Disruption
2509,2024-03-25,2,4,101,11874,4405,15,49166,31239.0,During-Disruption
2510,2025-06-28,1,2,103,8454,2612,7,57731,22506.0,Post-Disruption
2511,2023-07-29,1,3,101,8666,2388,4,71004,23256.0,Pre-Disruption
2512,2024-07-16,1,1,101,8553,2516,4,83964,22875.5,During-Disruption
2513,2024-12-13,3,1,104,6289,3438,8,71791,17006.5,During-Disruption
2514,2025-02-09,2,1,102,11848,4430,14,62278,30215.0,Post-Disruption
2515,2024-03-29,1,1,104,8407,2539,5,17612,21741.5,During-Disruption
2516,2024-10-28,1,2,102,8547,2853,6,40542,22601.5,During-Disruption
2517,2024-09-20,4,1,104,1572,2118,4,75114,5799.0,During-Disruption
2518,2024-01-22,2,4,102,11780,4429,14,79824,30172.0,During-Disruption
2519,2023-10-23,2,1,104,11778,4426,15,51564,30935.0,Pre-Disruption
2520,2023-09-15,3,2,102,6159,3421,9,28509,17204.5,Pre-Disruption
2521,2023-09-25,3,2,102,6194,3590,7,55743,17262.0,Pre-Disruption
2522,2024-02-23,3,1,102,6227,3414,6,40597,16186.5,During-Disruption
2523,2023-08-23,2,1,102,11821,4614,14,22170,30189.5,Pre-Disruption
2524,2025-09-12,2,1,104,11986,4299,13,34469,30792.0,Post-Disruption
2525,2024-07-27,1,3,103,8486,2253,6,30763,22592.0,During-Disruption
2526,2023-02-18,4,2,102,1480,1761,4,43365,4939.0,Pre-Disruption
2527,2023-08-11,2,1,102,11721,4448,14,26457,30396.5,Pre-Disruption
2528,2025-07-09,1,3,102,8651,2410,4,57920,22666.5,Post-Disruption
2529,2023-10-04,4,1,102,1589,2046,3,75990,5583.5,Pre-Disruption
2530,2024-02-24,4,2,102,1485,1669,3,72775,5608.5,During-Disruption
2531,2024-09-02,4,1,101,1407,1900,4,72878,4650.5,During-Disruption
2532,2024-01-10,3,3,101,6329,2967,8,35655,17736.5,During-Disruption
